algorithm,problem_id,run,generation,evaluation_start,evaluation_end,evaluations_this_generation,best_value,error,target_reached,operator_probabilities,operator_counts,metadata
bipop-cma-es,1,0,4808,81106,81130,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4610280589790169,""isotropic"":0.5389719410209831},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.045388561362408875,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":0.999603515118382}"
bipop-cma-es,1,0,4809,81130,81154,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46343079829564526,""isotropic"":0.5365692017043547},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.045443254613033855,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0489193395779643}"
bipop-cma-es,1,0,4810,81154,81178,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46341606836904065,""isotropic"":0.5365839316309594},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":14,""cma_isotropic"":10}","{""population_reduction_progress"":0.04549794786365884,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0538910309148326}"
bipop-cma-es,1,0,4811,81178,81202,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45969878145042425,""isotropic"":0.5403012185495758},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.04555264111428382,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0629117697352217}"
bipop-cma-es,1,0,4812,81202,81226,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46367427453795773,""isotropic"":0.5363257254620423},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.04560733436490881,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0691613971810683}"
bipop-cma-es,1,0,4813,81226,81250,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4678981688618796,""isotropic"":0.5321018311381204},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":9,""cma_isotropic"":15}","{""population_reduction_progress"":0.04566202761553379,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0785874014215096}"
bipop-cma-es,1,0,4814,81250,81274,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4693061134074384,""isotropic"":0.5306938865925617},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":9,""cma_isotropic"":15}","{""population_reduction_progress"":0.04571672086615878,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0869131531416458}"
bipop-cma-es,1,0,4815,81274,81298,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46959648549061533,""isotropic"":0.5304035145093847},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.04577141411678377,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0867618583804037}"
bipop-cma-es,1,0,4816,81298,81322,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46201786657696975,""isotropic"":0.5379821334230304},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":14,""cma_isotropic"":10}","{""population_reduction_progress"":0.04582610736740875,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.066574617277977}"
bipop-cma-es,1,0,4817,81322,81346,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45678316256359874,""isotropic"":0.5432168374364013},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.045880800618033735,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.06587299194705}"
bipop-cma-es,1,0,4818,81346,81370,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4595000826219682,""isotropic"":0.5404999173780319},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.045935493868658715,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0626023029483347}"
bipop-cma-es,1,0,4819,81370,81394,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4567958210589563,""isotropic"":0.5432041789410438},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.0459901871192837,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0405596959567336}"
bipop-cma-es,1,0,4820,81394,81418,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4634633084889196,""isotropic"":0.5365366915110804},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":16,""cma_isotropic"":8}","{""population_reduction_progress"":0.04604488036990868,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.04835540081023}"
bipop-cma-es,1,0,4821,81418,81442,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4322888337438485,""isotropic"":0.5677111662561515},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04609957362053367,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.058564550441164}"
bipop-cma-es,1,0,4822,81442,81466,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.44431898512542867,""isotropic"":0.5556810148745714},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04615426687115865,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.103076404681571}"
bipop-cma-es,1,0,4823,81466,81490,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4528642827187452,""isotropic"":0.5471357172812548},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.04620896012178364,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.1116267547369365}"
bipop-cma-es,1,0,4824,81490,81514,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45514437511025096,""isotropic"":0.544855624889749},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04626365337240862,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.1049002676546384}"
bipop-cma-es,1,0,4825,81514,81538,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46007016545756774,""isotropic"":0.5399298345424322},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":15,""cma_isotropic"":9}","{""population_reduction_progress"":0.04631834662303361,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.0963408963817445}"
bipop-cma-es,1,0,4826,81538,81562,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45675734641575544,""isotropic"":0.5432426535842445},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04637303987365859,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.1238088497582028}"
bipop-cma-es,1,0,4827,81562,81586,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4616509399497558,""isotropic"":0.5383490600502442},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.046427733124283575,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.1896778937013506}"
bipop-cma-es,1,0,4828,81586,81610,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.465162927805974,""isotropic"":0.5348370721940261},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.04648242637490856,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.228994483026871}"
bipop-cma-es,1,0,4829,81610,81634,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4568027179676433,""isotropic"":0.5431972820323568},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04653711962553354,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.2667095794101288}"
bipop-cma-es,1,0,4830,81634,81658,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46377942183196635,""isotropic"":0.5362205781680337},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04659181287615853,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3077316081955395}"
bipop-cma-es,1,0,4831,81658,81682,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4706725944430719,""isotropic"":0.5293274055569281},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":16,""cma_isotropic"":8}","{""population_reduction_progress"":0.04664650612678351,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.320535725620791}"
bipop-cma-es,1,0,4832,81682,81706,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46201153079338597,""isotropic"":0.537988469206614},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.0467011993774085,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.364597166596524}"
bipop-cma-es,1,0,4833,81706,81730,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46714957614471225,""isotropic"":0.5328504238552878},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.04675589262803348,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3838701802113922}"
bipop-cma-es,1,0,4834,81730,81754,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46278195924656307,""isotropic"":0.537218040753437},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04681058587865847,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4064542664188728}"
bipop-cma-es,1,0,4835,81754,81778,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4675076512447615,""isotropic"":0.5324923487552384},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":16,""cma_isotropic"":8}","{""population_reduction_progress"":0.04686527912928345,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4215889452215225}"
bipop-cma-es,1,0,4836,81778,81802,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4354074924860154,""isotropic"":0.5645925075139846},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.046919972379908435,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4533449790259483}"
bipop-cma-es,1,0,4837,81802,81826,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4431414864537122,""isotropic"":0.5568585135462879},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":8,""cma_isotropic"":16}","{""population_reduction_progress"":0.046974665630533416,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.479406939188104}"
bipop-cma-es,1,0,4838,81826,81850,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4509591156430527,""isotropic"":0.5490408843569474},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.0470293588811584,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4682598679766685}"
bipop-cma-es,1,0,4839,81850,81874,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.44880071381142944,""isotropic"":0.5511992861885706},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.047084052131783384,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4817781727229455}"
bipop-cma-es,1,0,4840,81874,81898,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45399920644914077,""isotropic"":0.5460007935508592},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.04713874538240837,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.458142408061678}"
bipop-cma-es,1,0,4841,81898,81922,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46020079758624455,""isotropic"":0.5397992024137555},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":14,""cma_isotropic"":10}","{""population_reduction_progress"":0.04719343863303336,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4283374912993214}"
bipop-cma-es,1,0,4842,81922,81946,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45439359667921553,""isotropic"":0.5456064033207845},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.04724813188365834,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3887909536968726}"
bipop-cma-es,1,0,4843,81946,81970,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.463029813765248,""isotropic"":0.5369701862347521},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":8,""cma_isotropic"":16}","{""population_reduction_progress"":0.04730282513428333,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3736273158196133}"
bipop-cma-es,1,0,4844,81970,81994,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46786144742941826,""isotropic"":0.5321385525705817},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04735751838490831,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.322498644002605}"
bipop-cma-es,1,0,4845,81994,82018,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47258531335274573,""isotropic"":0.5274146866472543},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.047412211635533295,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3022291239513866}"
bipop-cma-es,1,0,4846,82018,82042,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47506676801416703,""isotropic"":0.524933231985833},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.047466904886158276,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3010667450186522}"
bipop-cma-es,1,0,4847,82042,82066,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4744285627205944,""isotropic"":0.5255714372794057},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.047521598136783263,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3232749555309296}"
bipop-cma-es,1,0,4848,82066,82090,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4672355595600662,""isotropic"":0.5327644404399338},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":15,""cma_isotropic"":9}","{""population_reduction_progress"":0.047576291387408244,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3203696408624892}"
bipop-cma-es,1,0,4849,82090,82114,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.45984141216434127,""isotropic"":0.5401585878356587},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":8,""cma_isotropic"":16}","{""population_reduction_progress"":0.04763098463803323,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3145817567600844}"
bipop-cma-es,1,0,4850,82114,82138,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46207084267252396,""isotropic"":0.537929157327476},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.04768567788865821,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3034228919556996}"
bipop-cma-es,1,0,4851,82138,82162,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46332376197855013,""isotropic"":0.5366762380214499},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":10,""cma_isotropic"":14}","{""population_reduction_progress"":0.0477403711392832,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.2639583239235712}"
bipop-cma-es,1,0,4852,82162,82186,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4676887284960752,""isotropic"":0.5323112715039249},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04779506438990818,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.2521516788927491}"
bipop-cma-es,1,0,4853,82186,82210,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47223623260129666,""isotropic"":0.5277637673987033},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.04784975764053317,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.226953829555449}"
bipop-cma-es,1,0,4854,82210,82234,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4723098893172492,""isotropic"":0.5276901106827508},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":8,""cma_isotropic"":16}","{""population_reduction_progress"":0.047904450891158155,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.2296487762425456}"
bipop-cma-es,1,0,4855,82234,82258,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47236939999402916,""isotropic"":0.527630600005971},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.047959144141783136,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.2397216336340733}"
bipop-cma-es,1,0,4856,82258,82282,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47061742837344395,""isotropic"":0.5293825716265561},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.048013837392408124,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3036072605131266}"
bipop-cma-es,1,0,4857,82282,82306,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4708247649536879,""isotropic"":0.5291752350463121},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":14,""cma_isotropic"":10}","{""population_reduction_progress"":0.048068530643033104,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3351289576292893}"
bipop-cma-es,1,0,4858,82306,82330,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46269175268256907,""isotropic"":0.537308247317431},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":9,""cma_isotropic"":15}","{""population_reduction_progress"":0.04812322389365809,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3910577332582046}"
bipop-cma-es,1,0,4859,82330,82354,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46772921970415493,""isotropic"":0.5322707802958452},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":12,""cma_isotropic"":12}","{""population_reduction_progress"":0.04817791714428307,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4079670685003867}"
bipop-cma-es,1,0,4860,82354,82378,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.46858553643061207,""isotropic"":0.5314144635693879},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04823261039490806,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4069240634111215}"
bipop-cma-es,1,0,4861,82378,82402,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47018133026061887,""isotropic"":0.5298186697393812},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.04828730364553304,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.4098167762925082}"
bipop-cma-es,1,0,4862,82402,82426,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4631776057566631,""isotropic"":0.536822394243337},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":11,""cma_isotropic"":13}","{""population_reduction_progress"":0.04834199689615803,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.374260860237841}"
bipop-cma-es,1,0,4863,82426,82450,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.47046432248134246,""isotropic"":0.5295356775186576},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":13,""cma_isotropic"":11}","{""population_reduction_progress"":0.04839669014678301,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3563763598857992}"
bipop-cma-es,1,0,4864,82450,82474,24,6.000163921271451e-09,6.000163921271451e-09,1,"{""cma_operator"":{""covariance"":0.4642181339033635,""isotropic"":0.5357818660966365},""restart_regime"":{""large_population"":0.5629446890854615,""small_population"":0.43705531091453853}}","{""cma_covariance"":15,""cma_isotropic"":9}","{""population_reduction_progress"":0.048451383397407996,""population_size"":24,""population_size_min"":9,""population_size_start"":25,""restart_index"":2,""restart_regime"":1,""sigma"":1.3122425678552077}"
